MAE,RMSE,MAPE
22.383563694067146,28.629246549223712,5.13377197204839
45.68902561967649,55.87293781815138,10.834280180282216
59.14780039419569,64.6429961841421,14.162859614315495
70.15744460496397,98.6671545959614,15.955784906771681
54.66458320345317,62.96656221701166,12.681348928828012
