MAE,RMSE,MAPE
16.596590191805202,22.24367232658006,4.058946902444367
24.073697573386188,27.186844272296238,5.726167477273241
29.451940050839923,35.07386062976251,7.004369399087465
47.018858145437314,51.758350091310184,12.03454815260339
29.18510705149479,36.31755398730688,7.5721103199538735
