MAE,RMSE,MAPE
18.296818914798504,21.85798500853663,4.200866541754755
28.737586629937592,35.52645270312718,6.679242584529178
52.17466135908402,54.07843579075135,12.460522415915284
68.68200127750949,91.36756133131708,15.852243064099902
69.564744326443,79.77407269088265,16.021718619416163
