MAE,RMSE,MAPE
17.808995095967134,25.75310708801046,4.404532508322328
23.468333015038176,27.319076344104072,5.728687154526097
17.489176432930197,20.547805088908756,4.268630478261018
39.329231469736015,42.83359868176998,9.913052707004807
53.117015202079195,66.42470273216637,13.902831397167361
